2019/10/16,14:28:30,GH9942343L0L6J3AW,,BinA
2019/10/16,14:28:38,32434343434333333,,
2019/10/16,14:28:45,GH9942323LBL6J3AR,,BinB
2019/10/16,14:36:17,GH9942343L0L6J3AW,,BinA
2019/10/16,14:36:24,GH9942323LBL6J3AR,,BinB
2019/10/16,14:36:29,GH994244243L6J3A7,,BinC
2019/10/16,14:37:56,,,
2019/10/16,14:38:25,GH9942343L0L6J3AW,,BinA
